Product Type	NAME	Gene
-	triphosphoribosyl-dephospho-CoA synthase	citG
-	apo-citrate lyase phosphoribosyl-dephospho-CoA transferase	citX
-	"citrate lyase, citrate-ACP transferase &alpha; subunit"	citF
-	"citrate lyase, citryl-ACP lyase &beta; subunit"	citE
-	"citrate lyase, acyl carrier &gamma; subunit"	citD
-	citrate lyase synthetase	citC
-	DpiB sensory histidine kinase	dpiB
-	DpiA	dpiA
-	dicarboxylate transporter DcuC	dcuC
-	PagP monomer	pagP
-	transcription antiterminator and regulator of RNA stability	cspE
-	F<sup>-</sup> efflux transporter /  involved in resistance to camphor-induced chromosome decondensation	crcB
-	predicted protein of C-N hydrolase superfamily, N-terminal fragment	ybeM_1
-	predicted protein of C-N hydrolase superfamily, C-terminal fragment	ybeM_2
-	TatE	tatE
-	lipoate synthase monomer	lipA
-	predicted DNA-binding transcriptional regulator, LYSR-type	ybeF
-	lipoyl(octanoyl) transferase	lipB
-	conserved protein	ybeD
-	"D-alanyl-D-alanine carboxypeptidase, fraction A; penicillin-binding protein 5"	dacA
-	rare lipoprotein RlpA	rlpA
-	"rod shape-determining membrane protein; sensitivity to radiation and drugs"	mrdB
-	"cell shape; peptidoglycan synthetase; penicillin-binding protein 2"	mrdA
-	"23S rRNA m<sup>3</sup>&Psi;1915 methyltransferase"	rlmH
-	ribosomal silencing factor	rsfS
-	"predicted adenosylcobalamin phosphatase/&alpha;-ribazole phosphatase"	cobC
-	nicotinate-mononucleotide adenylyltransferase	nadD
-	"DNA polymerase III, &delta; subunit"	holA
-	outer membrane lipopolysaccharide transport and assembly complex - LptE subunit	lptE
-	leucyl-tRNA synthetase	leuS
-	conserved protein	ybeL
-	conserved protein	ybeQ
-	predicted protein	ybeR
-	predicted chaperone	djlB
-	conserved outer membrane protein	ybeT
-	predicted tRNA ligase	ybeU
-	Hsc56, co-chaperone of Hsc62	djlC
-	Hsc62, Hsp70 family chaperone, binds to RpoD and inhibits transcription	hscC
-	ribonucleoside hydrolase 1 (pyrimidine-specific)	rihA
-	glutamate / aspartate ABC transporter - ATP binding subunit	gltL
-	glutamate / aspartate ABC transporter - membrane subunit	gltK
-	glutamate / aspartate ABC transporter - membrane subunit	gltJ
small RNA	SroC	sroC
-	glutamate / aspartate ABC transporter - periplasmic binding protein	gltI
-	IS5 transposase and trans-activator	insH-3
-	apolipoprotein N-acyltransferase	lnt
-	predicted ion transport protein	ybeX
-	endoribonuclease involved in maturation of 16S rRNA and ribosome quality control	ybeY
-	predicted protein with nucleoside triphosphate hydrolase domain	ybeZ
-	isopentenyl-adenosine A37 tRNA methylthiolase	miaB
-	2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinone hydroxylase	ubiF
tRNA	tRNA<SUP>glnX</SUP>	glnX
tRNA	tRNA<SUP>glnV</SUP>	glnV
tRNA	tRNA<SUP>metU</SUP>	metU
tRNA	tRNA<SUP>glnW</SUP>	glnW
tRNA	tRNA<SUP>glnU</SUP>	glnU
tRNA	tRNA<SUP>leuW</SUP>	leuW
tRNA	tRNA<SUP>metT</SUP>	metT
-	AsnB	asnB
-	UMP phosphatase	umpH
-	NagC DNA-binding transcriptional dual regulator	nagC
-	<i>N</i>-acetylglucosamine-6-phosphate deacetylase	nagA
-	glucosamine-6-phosphate deaminase	nagB
-	NagE	nagE
-	glutaminyl-tRNA synthetase	glnS
-	chitobiose outer membrane porin	chiP
-	predicted lipoprotein	ybfN
-	Fur	fur
-	RyhB-regulated <i>fur</i> leader peptide	uof
-	flavodoxin 1	fldA
-	LexA-regulated protein	ybfE
-	esterase	ybfF
-	SeqA, negative modulator of initiation of replication	seqA
-	phosphoglucomutase	pgm
-	predicted protein	ybfP
-	predicted protein	ybfG
-	predicted protein	ybfH
-	putrescine:H<sup>+</sup> symporter / putrescine:ornithine antiporter PotE	potE
-	ornithine decarboxylase, degradative	speF
-	hypothetical protein	ybfK
-	KdpE transcriptional activator	kdpE
-	KdpD	kdpD
-	K<sup>+</sup> transporting ATPase - KdpC subunit	kdpC
-	K<sup>+</sup> transporting ATPase - ATP binding subunit	kdpB
-	K<sup>+</sup> transporting ATPase - K<sup>+</sup> channel forming subunit	kdpA
-	K<sup>+</sup> transporting ATPase - KdpF subunit	kdpF
-	predicted protein	ybfA
-	RhsC protein in rhs element	rhsC
-		Phantom Gene
-	predicted inner membrane protein	ybfB
-	conserved protein, rhs-like	ybfO
-	predicted protein	ybfC
-	predicted transposase	ybfQ
-	"predicted transposase; receptor protein"	ybfL
-	putative DNA ligase	ybfD
-	conserved protein	ybgA
-	deoxyribodipyrimidine photolyase (photoreactivation)	phr
-	dipeptide:H<sup>+</sup> symporter DtpD	dtpD
-	conserved metal-binding protein	ybgI
-	putative carboxylase	ybgJ
-	putative carboxylase	ybgK
-	predicted lactam utilization protein	ybgL
-	endonuclease VIII	nei
-	predicted regulator	abrB
-	predicted fimbrial-like adhesin protein	ybgO
-	putative fimbrial chaperone	ybgP
-	predicted outer membrane usher protein	ybgQ
-	predicted fimbrial-like adhesin protein	ybgD
-	citrate synthase monomer	gltA
-	succinate dehydrogenase membrane protein	sdhC
-	succinate dehydrogenase membrane protein	sdhD
-	succinate dehydrogenase flavoprotein	sdhA
-	succinate dehydrogenase iron-sulfur protein	sdhB
-		b0725
-	subunit of E1(0) component of 2-oxoglutarate dehydrogenase	sucA
-	SucB	sucB
-	"succinyl-CoA synthetase, &beta; subunit"	sucC
-	"succinyl-CoA synthetase, &alpha; subunit"	sucD
-	MngR	mngR
-		mngA
-	"&alpha;-mannosidase"	mngB
-	cytochrome <i>bd</i>-I terminal oxidase subunit I	cydA
-	cytochrome <i>bd</i>-I terminal oxidase subunit II	cydB
-	cytochrome <i>bd</i>-I terminal oxidase - CydX subunit	cydX
-	conserved inner membrane protein	ybgE
-	esterase/thioesterase	ybgC
-	TolQ	tolQ
-	TolR	tolR
-	TolA	tolA
-	TolB	tolB
-	Pal	pal
-	predicted periplasmic protein	ybgF
tRNA	tRNA<SUP>lysT</SUP>	lysT
tRNA	tRNA<SUP>valT</SUP>	valT
tRNA	tRNA<SUP>lysW</SUP>	lysW
tRNA	tRNA<SUP>valZ</SUP>	valZ
tRNA	tRNA<SUP>lysY</SUP>	lysY
tRNA	tRNA<SUP>lysZ</SUP>	lysZ
tRNA	tRNA<SUP>lysQ</SUP>	lysQ
-		nadA
-	nicotinamide riboside transporter	pnuC
-	Zn<sup>2+</sup> / Cd<sup>2+</sup> / Ni<sup>2+</sup> / Cu<sup>2+</sup> efflux transporter ZitB	zitB
-	conserved protein	ybgS
-	AroG	aroG
-	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase monomer	gpmA
-	galactose-1-epimerase	galM
-	galactokinase	galK
-	galactose-1-phosphate uridylyltransferase	galT
-	UDP-glucose 4-epimerase monomer	galE
-	ModF	modF
-	ModE	modE
-	small membrane protein involved in the cell envelope stress response	acrZ
-	molybdate ABC transporter - periplasmic binding protein	modA
-	molybdate ABC transporter - membrane subunit	modB
-	molybdate ABC transporter - ATP binding subunit	modC
-	pyridoxal phosphatase/fructose 1,6-bisphosphatase	ybhA
-	6-phosphogluconolactonase	pgl
-	predicted DNA-binding transcriptional regulator	ybhD
-	conserved protein	ybhH
-	YbhI DASS Transporter	ybhI
-	predicted hydratase	ybhJ
-	outer membrane lipoprotein	ybhC
-	predicted kinase inhibitor	ybhB
-	adenosylmethionine-8-amino-7-oxononanoate aminotransferase monomer	bioA
-	biotin synthase monomer	bioB
-	8-amino-7-oxononanoate synthase monomer	bioF
-	malonyl-[acp] methyltransferase	bioC
-	dethiobiotin synthetase monomer	bioD
-		ybhU
-	"DNA repair; excision nuclease subunit B"	uvrB
-	predicted transferase with NAD(P)-binding Rossmann-fold domain	ybhK
-	molybdopterin biosynthesis protein A	moaA
-	MoaB protein	moaB
-	MoaC monomer	moaC
-	molybdopterin synthase small subunit	moaD
-	molybdopterin synthase large subunit	moaE
-	predicted inner membrane protein	ybhL
-	conserved inner membrane protein	ybhM
-	conserved inner membrane protein	ybhN
-	cardiolipin synthase 2	clsB
-	predicted DNase	ybhP
-	predicted inner membrane protein	ybhQ
-	YbhR	ybhR
-	YbhS	ybhS
-	YbhF	ybhF
-	predicted membrane fusion protein	ybhG
-	predicted DNA-binding transcriptional regulator	ybiH
-	ATP-dependent RNA helicase	rhlE
-	conserved protein	ybiA
-	ATP-dependent helicase	dinG
-	predicted transferase/phosphorylase	ybiB
-	predicted dehydrogenase	ybiC
-	predicted protein	ybiJ
-	conserved protein	ybiI
-	conserved protein	ybiX
-	putative outer membrane receptor for iron transport	fiu
-	protein involved in colanic acid production	mcbA
-	23S rRNA m<sup>6</sup>A1618 methyltransferase	rlmF
-	mechanosensitive channel YbiO monomer	ybiO
-	glutamine ABC transporter - ATP binding subunit	glnQ
-	glutamine ABC transporter - membrane subunit	glnP
-	glutamine ABC transporter - periplasmic binding protein	glnH
-	stationary phase nucleoid protein that sequesters iron and protects DNA from damage	dps
-	threonine / homoserine efflux transporter	rhtA
-	outer membrane protein X	ompX
-	phosphoethanolamine transferase	opgE
-		yliL
-	RybA small RNA	rybA
-	small protein MntS	mntS
-	MntR	mntR
-	predicted transporter	ybiR
-	L,D-transpeptidase YbiS	ybiS
-	putative ATP-binding component of a transport system	ybiT
-	predicted protein	ybiU
-	sugar phosphatase	ybiV
-	predicted pyruvate formate lyase	ybiW
-	predicted pyruvate formate lyase activating enzyme	ybiY
-	Fsa	fsaA
-	molybdopterin-synthase adenylyltransferase	moeB
-	molybdopterin molybdenumtransferase	moeA
-		iaaA
-	glutathione ABC transporter - ATP binding subunit	gsiA
-	glutathione ABC transporter - periplasmic binding protein	gsiB
-	glutathione ABC transporter - membrane subunit	gsiC
-	glutathione ABC transporter - membrane subunit	gsiD
-	predicted c-di-GMP-specific phosphodiesterase	yliE
-	predicted diguanylate cyclase	yliF
-	ribosomal protein S12 D88 methylthiotransferase	rimO
-	regulator of biofilm formation	bssR
-	aldose sugar dehydrogenase	yliI
-	glutathione S-transferase B	gstB
-	penicillin-binding protein 6	dacC
-	DeoR DNA-binding transcriptional repressor	deoR
-	undecaprenyl pyrophosphate phosphatase	ybjG
-	multidrug efflux transporter MdfA (multifunctional)	mdfA
-	predicted protein	ybjH
-	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase	ybjI
-	predicted transporter	ybjJ
-	RcdA DNA-binding transcriptional regulator	rcdA
small RNA	RybB	rybB
-	predicted transporter	ybjL
-	predicted inner membrane protein	ybjM
-	reduced glutaredoxin 1	grxA
-	predicted inner membrane protein	ybjC
-	NADPH nitroreductase	nfsA
-	ribosomal protein S6 modification protein	rimK
-	predicted oxidoreductase	ybjN
-	putrescine ABC transporter - periplasmic binding protein	potF
-	putrescine ABC transporter - ATP binding subunit	potG
-	putrescine ABC transporter - membrane subunit	potH
-	putrescine ABC transporter - membrane subunit	potI
-	predicted inner membrane protein	ybjO
-	23S rRNA m<sup>5</sup>U747 methyltransferase	rlmC
-	arginine ABC transporter - periplasmic binding protein	artJ
-	arginine ABC transporter - membrane subunit	artM
-	arginine ABC transporter - membrane subunit	artQ
-	arginine ABC transporter - uncharacterised subunit	artI
-	arginine ABC transporter - ATP binding subunit	artP
-	predicted lipoprotein	ybjP
-	conserved protein	ybjQ
-	anhydro-N-acetylmuramoyl-L-alanine amidase	amiD
-	predicted NAD(P)H-binding oxidoreductase with NAD(P)-binding Rossmann-fold domain	ybjS
-	conserved protein with NAD(P)-binding Rossmann-fold domain	ybjT
-	LtaE	ltaE
-	pyruvate oxidase monomer	poxB
-	NADH oxidoreductase	hcr
-	hybrid-cluster protein	hcp
-	L-amino acid efflux transporter	ybjE
-	AqpZ	aqpZ
-	conserved protein with a nucleotide triphosphate hydrolase domain	ybjD
-	conserved protein	ybjX
-	MacAB-TolC macrolide efflux transport system - membrane fusion protein	macA
-	MacAB-TolC macrolide efflux transport system - membrane subunit	macB
-	DNA replication inhibitor	cspD
-	specificity factor for ClpA-ClpP chaperone-protease complex	clpS
-	ClpA	clpA
tRNA	tRNA<SUP>serW</SUP>	serW
-	protein chain initiation factor IF-1	infA
-	leucyl, phenylalanyl-tRNA-protein transferase	aat
-	glutathione / L-cysteine efflux transporter - CydC subunit	cydC
-	glutathione / L-cysteine efflux transporter - CydD subunit	cydD
-	thioredoxin reductase monomer	trxB
-	Lrp transcriptional dual regulator	lrp
-	essential cell division protein FtsK	ftsK
-	periplasmic chaperone, effects translocation of lipoproteins from inner membrane to outer	lolA
-	recombination factor	rarA
-	seryl-tRNA synthetase	serS
-	dimethyl sulfoxide reductase, chain A	dmsA
-	dimethyl sulfoxide reductase, chain B	dmsB
-	dimethyl sulfoxide reductase, chain C	dmsC
-	predicted hydrolase monomer	ycaC
-	YcaD MFS transporter	ycaD
-	YcaM predicted APC amino acid transporter	ycaM
-	putative transcriptional regulator LYSR-type	ycaN
-	conserved protein	ycaK
-	pyruvate formate-lyase activating enzyme	pflA
-	PflB	pflB
-		focA
-	"protein involved in &beta;-methylthiolation of ribosomal protein S12"	ycaO
-	conserved inner membrane protein	ycaP
-		serC
-	3-phosphoshikimate-1-carboxyvinyltransferase	aroA
-	putative heat shock protein	ycaL
-	cytidylate kinase	cmk
-	30S ribosomal subunit protein S1	rpsA
-	"integration host factor (IHF), &beta; subunit"	ihfB
-	conserved inner membrane protein	ycaI
-	ATP-binding lipopolysaccharide transport protein	msbA
-	tetraacyldisaccharide 4'-kinase	lpxK
-	conserved protein	ycaQ
-	conserved protein	ycaR
-	3-deoxy-D-<i>manno</i>-octulosonate cytidylyltransferase	kdsB
-	conserved protein	ycbJ
-	inner membrane protein involved in peptidoglycan synthesis	elyC
-	predicted S-adenosylmethionine-dependent methyltransferase	smtA
-	Ca<sup>2+</sup>-binding protein involved in chromosome partitioning	mukF
-	protein involved in chromosome partitioning	mukE
-	cell division protein involved in chromosome partitioning	mukB
-	L,D-transpeptidase YcbB	ycbB
-	conserved protein	ycbK
-	predicted metal-binding enzyme	ycbL
-	AspC	aspC
-	OmpF	ompF
-	asparaginyl-tRNA synthetase	asnS
-	nicotinate phosphoribosyltransferase	pncB
-	aminopeptidase N	pepN
-	aliphatic sulfonate ABC transporter - ATP binding subunit	ssuB
-	aliphatic sulfonate ABC transporter - membrane subunit	ssuC
-	alkanesulfonate monooxygenase, FMNH<sub>2</sub>-dependent	ssuD
-	aliphatic sulfonate ABC transporter - periplasmic binding protein	ssuA
-	NAD(P)H-dependent FMN reductase	ssuE
-	fimbrial-like adhesin protein	elfA
-	predicted periplasmic pilin chaperone	elfD
-	predicted outer membrane usher protein	elfC
-	predicted fimbrial-like adhesin protein	elfG
-	predicted fimbrial-like adhesin protein	ycbU
-	predicted fimbrial-like adhesin protein	ycbV
-	predicted periplasmic pilin chaperone	ycbF
-	dihydroorotate dehydrogenase, type 2	pyrD
-	cell division factor ZapC, localizes to the cytokinetic ring	zapC
-	protein involved in base analog detoxification	ycbX
-	fused 23S rRNA m<sup>2</sup>G2445 methyltransferase and 23S rRNA m<sup>7</sup>G2069 methyltransferase	rlmL
-	ATP-binding protein with possible role in replication	uup
-	paraquat-inducible protein A	pqiA
-	paraquat-inducible protein B	pqiB
-	conserved protein	ymbA
-	ribosome modulation factor	rmf
-	FabA	fabA
-	putative ATP-dependent protease	ycbZ
-	macrodomain Ter protein	matP
-	"outer membrane protein 3a (II*;G;d)"	ompA
-	SOS cell division inhibitor	sulA
-	transcriptional coactivator for CRP	sxy
-	predicted inner membrane protein	yccS
-	conserved inner membrane protein	yccF
-	DNA helicase IV	helD
-	methylglyoxal synthase	mgsA
-	conserved protein	yccT
-	predicted CoA-binding protein with NAD(P)-binding Rossmann-fold domain	yccU
-	heat shock protein, hemimethylated DNA-binding protein	hspQ
-	23S rRNA m<sup>5</sup>C1962 methyltransferase monomer	rlmI
-	acylphosphatase	yccX
-	sulfur transfer protein	tusE
-	"putative carrier/transport protein; substrate or modulator of FtsH-mediated proteolysis"	yccA
tRNA	tRNA<SUP>serT</SUP>	serT
-	hydrogenase 1, small subunit	hyaA
-	hydrogenase 1, large subunit	hyaB
-	hydrogenase 1, b-type cytochrome subunit	hyaC
-	protein involved in processing of HyaA and HyaB proteins	hyaD
-	protein involved in quality control of HyaA	hyaE
-	protein involved in nickel incorporation into hydrogenase 1 proteins	hyaF
-	cytochrome <i>bd</i>-II terminal oxidase subunit I	appC
-	cytochrome <i>bd</i>-II terminal oxidase subunit II	appB
-	small outer membrane protein	appX
-	AppA	appA
-	autophosphorylating protein tyrosine kinase	etk
-	phosphotyrosine-protein phosphatase	etp
-	predicted exopolysaccharide export protein	gfcE
-	putative lipoprotein	gfcD
-	conserved protein	gfcC
-	predicted outer membrane lipoprotein	gfcB
-	predicted protein	gfcA
-	IS1 protein InsA	insA-4
-	InsAB' transposase	insAB-4
-	IS1 protein InsB	insB-4
-	stress protein, member of the CspA family	cspH
-	cold shock protein CspG	cspG
-	YmcE	ymcE
-	predicted regulator of phosphatidylethanolamine synthesis	gnsA
-	predicted 4Fe-4S membrane protein	yccM
-	TorS monomer	torS
-	periplasmic sensory protein associated with the TorRS two-component regulatory system	torT
-	TorR	torR
-	TorC trimethylamine N-oxide reductase, cytochrome c-type subunit	torC
-	trimethylamine N-oxide reductase, catalytic subunit	torA
-	chaperone protein for trimethylamine-N-oxide oxidoreductase I	torD
-	chaperone modulator protein CbpM	cbpM
-	CbpA monomer	cbpA
-	predicted protein	yccE
-	Agp	agp
-	predicted protein	yccJ
-	NAD(P)H:quinone oxidoreductase	wrbA
-		ycdF
-	conserved protein	ymdF
-	predicted xanthine/uracil transporter	rutG
-	flavin reductase	rutF
-	predicted malonic semialdehyde reductase	rutE
-	predicted aminoacrylate hydrolase	rutD
-	predicted aminoacrylate peracid reductase	rutC
-	peroxyureidoacrylate / ureidoacrylate amido hydrolase	rutB
-	pyrimidine oxygenase	rutA
-	RutR DNA-binding transcriptional dual regulator	rutR
-	fused PutA transcriptional repressor / proline dehydrogenase / 1-pyrroline-5-carboxylate dehydrogenase	putA
-	proline:Na<sup>+</sup> symporter	putP
-	hypothetical protein of the OFeT transport family	efeU_1
-		efeU_2
-	conserved protein	efeO
-	heme-containing peroxidase/deferrochelatase	efeB
-	ATP-binding protein	phoH
-	"poly-&beta;-1,6-N-acetyl-D-glucosamine synthase - PgaD subunit"	pgaD
-	"poly-&beta;-1,6-N-acetyl-D-glucosamine synthase - PgaC subunit"	pgaC
-	"poly-&beta;-1,6-N-acetyl-D-glucosamine N-deacetylase"	pgaB
-	"partially N-deacetylated poly-&beta;-1,6-N-acetyl-D-glucosamine outer membrane porin"	pgaA
-	diguanylate cyclase	ycdT
-	IS3 element transposase	insEF-4
-		insF-4
-	IS3 element protein InsE	insE-4
-	predicted protein	ymdE
-	predicted inner membrane protein	ycdU
tRNA	tRNA<SUP>serX</SUP>	serX
-	glyoxylate reductase / hydroxypyruvate reductase	ghrA
-	zinc-binding phosphatase	ycdX
-	protein involved in maturation of YcdX	ycdY
-	predicted inner membrane protein	ycdZ
-	curli secretion channel	csgG
-	curli assembly component	csgF
-	curli transport specificity factor	csgE
-	CsgD DNA-binding transcriptional dual regulator	csgD
-	curlin, minor subunit	csgB
-	curlin, major subunit	csgA
-	putative curli production protein	csgC
-	predicted protein	ymdA
-	<i>O</i>-acetyl-ADP-ribose deacetylase, regulator of RNase III activity	ymdB
